gene_id,091304_G,091305_G,091301_G,090902_G,042008_G,042005_G,042004_G,042002_G,042001_G
g1.t1,0,0,0,0,0,0,0,0,0
g10.t1,0,0,49,0,155,48,32,103,12
g100.t1,249,210,414,348,460,954,1572,750,400
g1000.t1,0,0,0,0,0,0,0,0,0
g10000.t1,23959,10722,45884,40492,59748,109638,75295,32282,15517
g10001.t1,1803,1686,2398,3472,5126,1868,2162,3415,7095
g10002.t1,0,0,135,32,30,36,10,27,45
g10003.t1,552,271,352,1038,1326,1138,521,535,2560
g10004.t1,262,56,121,321,510,653,870,494,352
g10005.t1,0,0,38,155,276,88,35,197,240
g10006.t1,834,456,1401,860,1131,1525,1284,1056,2138
g10007.t1,1070,696,2807,1204,1510,1647,2601,1456,2983
g10008.t1,566,0,1641,1126,1117,1400,2364,1366,1097
g10009.t1,88,163,387,383,62,66,42,73,9
g1001.t1,0,0,0,0,0,0,0,0,5
g10010.t1,916,450,1973,675,742,645,1150,661,1138
g10011.t1,356,0,339,773,183,460,271,233,617
g10012.t1,307,12,149,172,1029,1193,1069,743,3096
g10013.t1,236,200,373,266,230,381,509,296,177
g10013.t2,0,0,0,0,0,13,2,0,0
g10013.t3,0,0,0,0,0,0,0,0,0
g10014.t1,7481,3167,12045,11367,3910,8341,6875,6793,3201
g10015.t1,221,0,505,197,1317,193,79,1095,143
g10016.t1,788,471,978,993,855,720,356,1078,70
g10017.t1,0,0,13,0,0,0,0,0,0
g10017.t2,45,0,136,18,158,58,163,164,0
g10018.t1,305,258,489,622,281,461,577,306,296
g10019.t1,0,0,0,0,0,0,0,0,0
g1002.t1,639,465,2238,864,1136,1232,1387,889,2835
g10020.t1,776,1075,1419,3648,16053,3178,1121,1627,18669
g10021.t1,0,100,56,237,67,183,118,88,86
g10022.t1,0,0,0,0,0,0,0,0,0
g10022.t2,0,0,0,0,0,0,0,0,0
g10023.t1,1978,2478,4223,3071,2950,1710,2992,1372,2918
g10024.t1,3896,2549,9606,6244,12516,8756,11588,7821,9399
g10025.t1,0,0,0,17,22,104,131,41,35
g10025.t2,0,0,0,0,12,23,16,4,0
g10026.t1,22,0,0,0,100,102,205,76,0
g10026.t2,23,0,0,0,10,0,9,4,0
g10027.t1,357,679,515,597,817,554,964,983,1518
g10028.t1,19077,14396,57241,19476,9472,5238,4366,6194,2284
g10029.t1,0,0,0,0,10,0,0,0,0
g1003.t1,30166,23748,50334,43671,81230,48147,55479,53500,106992
g10030.t1,280,981,700,993,175,530,505,486,79
g10031.t1,0,0,0,0,0,2,0,0,0
g10031.t2,0,0,0,0,0,0,0,0,0
g10032.t1,13332,5102,41460,12777,257472,22405,587,87165,55980
g10033.t1,0,0,0,96,34,14,21,4,5
g10034.t1,0,0,0,0,9,0,0,1,0
g10035.t1,0,0,0,0,0,0,0,0,0
g10035.t2,0,0,0,0,0,0,0,0,0
g10035.t3,0,0,0,0,0,0,0,0,0
g10036.t1,1775,834,2347,1785,9273,12836,19186,20388,2709
g10037.t1,160,120,925,1020,1704,985,481,1142,1596
g10038.t1,0,0,0,0,0,10,2,10,29
g10038.t2,0,0,0,0,0,18,0,0,0
g10039.t1,0,0,16,65,2,21,5,0,0
g1004.t1,795,536,1326,1106,5778,1676,2241,1483,9445
g10040.t1,0,0,9,152,88,220,107,49,203
g10041.t1,0,0,0,0,5,10,26,7,0
g10042.t1,0,0,0,0,0,0,0,0,0
g10043.t1,0,0,0,0,0,0,0,0,0
g10044.t1,0,0,0,0,0,0,0,0,0
g10045.t1,228,131,808,379,797,1241,1637,792,933
g10046.t1,133,0,0,114,13,62,69,41,88
g10047.t1,1264,637,5674,2369,4843,2190,2062,2095,3015
g10048.t1,121,72,38,28,68,217,51,132,252
g10049.t1,0,0,0,0,0,10,0,8,18
g1005.t1,329,185,626,603,1349,3448,3116,2284,3079
g10050.t1,0,0,0,0,0,0,0,0,0
g10051.t1,0,0,0,0,0,0,0,0,0
g10052.t1,0,0,0,0,0,0,0,0,0
g10053.t1,0,0,0,0,0,0,0,0,0
g10054.t1,80,0,258,68,23,81,105,42,0
g10055.t1,0,0,0,0,0,0,0,0,0
g10056.t1,0,0,0,0,0,0,0,0,0
g10057.t1,0,0,0,0,0,0,0,0,0
g10058.t1,0,0,0,0,4,17,40,36,0
g10059.t1,0,0,0,0,0,0,0,0,0
g1006.t1,0,0,0,0,0,0,0,0,0
g10060.t1,0,0,0,0,0,0,0,0,0
g10061.t1,3022,940,3458,2448,3409,2338,5034,3494,3952
g10062.t1,467,174,1332,1240,2182,1262,1432,1689,3160
g10063.t1,1268,404,1165,683,1151,1121,2144,1162,1404
g10064.t1,686,225,919,1482,862,699,1506,839,794
g10065.t1,1078,348,1954,1414,2397,2066,2075,1501,1351
g10066.t1,2500,675,3479,2384,4059,1845,3354,2423,3826
g10067.t1,534,438,896,540,1110,1029,1406,966,2939
g10068.t1,0,0,0,0,0,0,0,0,0
g10068.t2,0,0,0,0,0,0,0,0,0
g10068.t3,0,0,0,0,0,3,0,0,0
g10069.t1,0,0,100,0,0,0,0,0,0
g1007.t1,306,265,1113,345,1414,1414,1862,1134,1414
g10070.t1,876,636,2030,1511,2089,962,902,1263,2111
g10071.t1,175,334,524,267,221,73,164,149,454
g10072.t1,0,0,0,0,0,0,0,0,0
g10073.t1,0,0,0,0,0,0,0,0,0
g10074.t1,969,743,1147,993,1349,1308,1598,945,1532
g10075.t1,152,179,371,247,307,258,353,175,1296
g10076.t1,0,0,0,0,223,45,10,1,0
g10077.t1,0,0,0,0,0,0,0,0,0
g10077.t2,0,0,0,0,4,8,0,0,0
g10078.t1,24,0,37,54,55,113,62,20,22
g10078.t2,0,216,45,68,125,199,124,106,25
g10079.t1,0,0,0,12,3,3,0,11,10
g1008.t1,0,0,44,0,89,59,110,32,152
g10080.t1,0,0,0,0,0,0,0,2,0
g10081.t1,0,0,0,0,0,0,0,0,0
g10082.t1,0,53,0,0,0,0,0,0,0
g10083.t1,227,251,158,42,327,250,415,250,85
g10084.t1,980,520,2259,4126,935,3817,2179,3938,197
g10085.t1,0,164,693,0,8,4,0,0,0
g10086.t1,0,0,0,0,0,4,0,0,0
g10087.t1,0,0,0,0,36,0,45,0,0
g10088.t1,0,0,0,0,0,0,0,0,0
g10089.t1,0,0,0,0,34,0,10,0,0
g1009.t1,45,0,0,0,0,4,0,3,1
g10090.t1,0,0,0,0,0,0,0,0,0
g10091.t1,0,0,0,0,0,0,0,0,0
g10092.t1,0,0,0,0,0,0,0,0,0
g10093.t1,0,0,0,0,0,0,0,0,0
g10094.t1,0,0,0,0,0,0,0,0,0
g10095.t1,0,0,0,0,0,0,0,0,0
g10096.t1,0,0,0,0,0,0,0,0,0
g10097.t1,0,0,0,0,0,0,0,0,0
g10098.t1,0,0,0,0,0,0,0,0,0
g10099.t1,0,0,0,0,0,0,0,0,0
g101.t1,0,0,98,32,12,8,0,0,0
g1010.t1,0,0,0,8,1,0,1,2,0
g10100.t1,0,0,0,0,0,0,0,0,0
g10101.t1,0,0,0,0,0,0,0,0,0
g10102.t1,0,0,0,0,0,0,0,0,0
g10103.t1,0,0,0,0,0,0,0,0,0
g10104.t1,0,0,0,0,8,13,0,0,0
g10105.t1,0,0,0,0,0,0,0,0,0
g10106.t1,0,0,0,0,0,0,0,0,5
g10107.t1,0,0,0,0,31,0,0,22,0
g10108.t1,0,0,0,0,0,0,10,5,0
g10109.t1,0,0,0,0,0,0,0,0,0
g1011.t1,0,0,0,0,0,0,0,0,0
g10110.t1,0,0,0,0,0,0,0,0,0
g10111.t1,0,0,0,0,0,0,0,0,0
g10112.t1,0,0,0,0,6,0,0,0,0
g10113.t1,0,0,0,0,20,40,0,124,0
g10114.t1,0,0,0,0,4,8,0,386,0
g10115.t1,0,0,0,0,0,0,0,103,0
g10116.t1,0,0,0,0,0,0,0,33,0
g10117.t1,0,0,0,0,2,0,0,28,0
g10118.t1,0,0,0,0,2,0,0,25,0
g10119.t1,0,0,0,0,0,0,0,16,0
g1012.t1,0,0,0,0,0,0,0,0,0
g10120.t1,0,0,0,0,0,0,0,30,0
g10121.t1,0,0,0,0,14,0,0,67,0
g10122.t1,0,0,0,0,0,0,0,0,0
g10123.t1,0,0,0,0,0,0,0,0,0
g10124.t1,0,0,0,0,20,5,0,127,0
g10125.t1,0,0,0,0,0,0,0,0,0
g10126.t1,0,0,0,0,0,0,0,0,0
g10127.t1,0,0,0,0,0,0,0,0,0
g10128.t1,0,0,0,0,0,0,0,0,0
g10129.t1,0,0,0,0,0,0,0,0,0
g1013.t1,0,0,0,0,0,0,0,0,0
g10130.t1,0,0,0,0,0,0,0,0,0
g10131.t1,0,0,0,0,0,0,0,0,0
g10132.t1,0,1,0,10,0,0,0,1,0
g10133.t1,0,0,0,0,0,0,0,0,0
g10134.t1,0,0,0,0,0,0,0,0,0
g10135.t1,0,270,70,115,0,0,0,9,0
g10136.t1,80,0,0,0,0,0,0,0,0
g10137.t1,0,0,0,24,0,5,0,22,0
g10138.t1,0,0,0,20,0,0,0,0,0
g10139.t1,0,0,0,0,0,0,0,0,0
g1014.t1,0,0,0,0,0,0,0,0,0
g10140.t1,0,0,0,0,0,0,0,0,0
g10141.t1,0,0,0,0,0,0,0,0,0
g10142.t1,0,0,0,0,0,0,0,0,0
g10143.t1,0,0,0,14,0,0,14,22,0
g10144.t1,0,0,0,0,0,0,26,9,120
g10145.t1,293,248,753,156,845,1009,1738,635,1659
g10146.t1,1670,1034,2816,2075,3047,3015,2592,2679,8948
g10147.t1,946,544,1983,990,1144,1694,1709,1272,2464
g10148.t1,76,88,336,68,269,480,1086,330,981
g10149.t1,1923,807,3698,3284,5523,7642,11563,8097,5285
g1015.t1,0,0,0,0,3,0,0,0,0
g10150.t1,445,0,664,409,939,1304,1592,1259,1626
g10151.t1,7,5,61,11,36,64,81,82,162
g10152.t1,64,66,329,236,893,687,788,559,1005
g10153.t1,0,0,0,0,0,0,0,0,0
g10153.t2,0,0,0,0,0,0,0,0,0
g10153.t3,0,0,0,0,0,0,0,0,0
g10154.t1,3938,5827,10999,7906,17372,25138,65387,20805,12721
g10155.t1,398,327,776,709,1685,2664,6782,2393,1070
g10156.t1,1538,2519,2149,3405,8869,20992,46698,11292,3413
g10157.t1,0,108,150,66,256,59,254,65,199
g10158.t1,0,0,0,0,0,8,0,0,2
g10158.t2,0,0,3,3,36,13,16,4,40
g10159.t1,1547,1078,12156,4403,45065,5819,2139,17576,6576
g1016.t1,0,0,0,0,0,0,0,0,0
g10160.t1,160,352,1548,510,15486,13478,3835,16039,1637
g10161.t1,372,424,408,325,7184,5037,2801,3427,623
g10162.t1,0,0,16,0,9,18,22,16,24
g10163.t1,164,132,355,261,1513,1741,1276,1050,1639
g10164.t1,10260,9801,26520,19360,51844,22886,22775,35147,15068
g10165.t1,1649,1042,3836,2430,2160,2970,1463,1800,2753
g10166.t1,118,0,174,224,226,240,410,311,208
g10167.t1,294,158,478,564,696,848,1021,486,1540
g10168.t1,168,234,643,609,596,810,979,773,2375
g10169.t1,0,0,0,0,0,0,0,0,0
g1017.t1,0,0,0,0,0,0,0,0,0
g10170.t1,0,0,159,331,236,85,18,209,0
g10171.t1,1041,262,880,1163,1517,1404,1607,1249,2269
g10172.t1,1242,321,6624,1718,497,355,78,2133,3210
g10173.t1,0,0,2,0,0,0,0,2,0
g10174.t1,1758,660,9161,2609,407,511,199,3469,4596
g10175.t1,54,269,539,383,356,279,161,383,4859
g10176.t1,468,465,1852,781,607,1252,1233,1223,2021
g10177.t1,2125,560,3915,2210,1447,1273,1531,2115,1726
g10178.t1,0,0,72,30,16,43,32,29,37
g10179.t1,28,0,0,85,9,19,26,14,38
g1018.t1,0,0,0,0,4,18,0,0,24
g10180.t1,22,0,0,18,14,0,0,5,13
g10181.t1,3939,5401,13881,8927,2303,4702,1461,3848,1026
g10182.t1,531,794,1591,593,1398,1232,1266,1313,2646
g10183.t1,564,378,1784,841,356,736,208,556,167
g10184.t1,68,178,79,196,167,410,358,238,55
g10185.t1,379,443,1172,292,1828,8100,1708,13776,644
g10186.t1,0,178,276,0,0,52,43,28,10
g10187.t1,0,0,0,0,0,14,0,0,0
g10188.t1,0,0,0,0,0,0,0,0,0
g10189.t1,0,0,0,0,0,0,0,0,0
g10189.t2,103,347,840,702,244,304,103,173,49
g1019.t1,0,0,24,0,32,35,2,0,2
g10190.t1,0,146,0,189,261,111,190,22,92
g10191.t1,227,74,1203,568,459,617,835,541,1291
g10192.t1,88,174,0,0,1764,171,272,633,977
g10193.t1,104,0,80,112,203,223,223,217,314
g10194.t1,1000,569,2215,1015,1736,1714,1663,2182,2004
g10195.t1,1692,1357,7740,3709,4706,2202,2735,3427,11896
g10196.t1,922,420,2706,1917,3778,2592,2693,2739,4250
g10197.t1,15577,12675,16695,18082,27573,18564,25313,23933,43482
g10198.t1,510,142,365,784,763,882,2016,797,947
g10199.t1,240,124,453,194,669,837,873,703,2325
g102.t1,231,0,106,117,265,258,261,131,480
g1020.t1,176,24,150,16,114,349,201,246,404
g10200.t1,128,80,276,44,76,162,135,98,184
g10201.t1,86,10,240,428,382,351,451,318,546
g10202.t1,309,0,841,1052,724,1238,1474,884,1957
g10203.t1,70,0,0,0,29,179,156,84,35
g10204.t1,801,64,462,2385,11003,47087,61222,16263,5267
g10205.t1,1542,1391,3197,1388,2393,2021,2249,2745,3207
g10206.t1,8214,8031,17425,15128,10603,5692,9203,9114,8236
g10207.t1,0,0,106,29,26,1,27,0,12
g10208.t1,16705,11581,28546,20884,15929,13881,17181,20841,10753
g10209.t1,20,0,0,0,19,20,65,15,146
g1021.t1,1925,1486,3149,2321,2792,3397,4125,3032,4367
g10210.t1,0,0,0,0,0,9,0,2,12
g10211.t1,70,433,256,270,259,527,524,499,1061
g10212.t1,968,298,4441,1477,10867,666,54,2216,10864
g10213.t1,875,768,1500,635,1109,1702,3047,1892,2495
g10214.t1,291,1116,1104,1554,4447,1906,1634,2867,13586
g10215.t1,8085,4747,17303,12795,15907,13220,14354,10530,15550
g10216.t1,18,0,520,34,297,230,128,296,105
g10217.t1,3968,3128,6890,4191,8116,2467,2457,8653,862
g10218.t1,0,0,0,0,4,35,10,103,46
g10219.t1,0,0,0,0,0,0,0,4,0
g1022.t1,514,370,1104,520,872,776,891,1806,813
g10220.t1,150,130,176,122,188,126,124,123,436
g10221.t1,0,0,0,0,0,0,21,5,0
g10222.t1,0,0,0,0,1,0,0,0,0
g10223.t1,337,0,22,137,12,45,543,29,1
g10224.t1,4081,1860,7852,5341,8371,7444,6014,6855,9288
g10225.t1,1685,1451,1952,2000,1993,2753,3521,2217,2668
g10226.t1,8278,5319,7038,6725,4657,4130,6906,7574,570
g10227.t1,1019,685,1430,1218,2015,3190,4269,1558,3158
g10228.t1,520,283,1389,888,1035,1006,889,896,2644
g10229.t1,0,8,0,0,12,0,13,0,9
g1023.t1,1156,1116,3241,1422,3461,3171,3483,2134,4661
g10230.t1,0,11,0,0,1,0,0,0,7
g10231.t1,0,0,0,0,0,0,0,0,0
g10232.t1,0,0,0,0,0,0,0,0,0
g10233.t1,1,0,75,0,23,23,6,10,7
g10234.t1,0,0,0,0,0,0,0,0,0
g10234.t2,0,0,0,0,0,0,0,0,0
g10235.t1,0,0,0,0,17,12,0,41,1
g10236.t1,0,0,0,0,5,10,0,31,71
g10237.t1,0,0,0,0,0,0,0,0,0
g10238.t1,0,0,0,0,0,0,0,0,0
g10239.t1,0,0,0,0,0,2,0,0,0
g1024.t1,3273,1508,6358,3631,3571,4418,4088,3882,6418
g10240.t1,0,0,0,0,10,15,0,0,0
g10241.t1,75,44,111,52,320,373,345,326,73
g10242.t1,1360,2477,3968,1606,984,4507,4609,3033,2127
g10243.t1,158,0,142,212,292,242,466,296,951
g10244.t1,928,0,1407,793,1619,1571,2309,1824,1325
g10245.t1,440,607,481,242,918,597,879,506,1997
g10246.t1,0,0,0,0,0,0,0,0,0
g10246.t2,0,0,0,0,0,0,0,0,0
g10246.t3,0,0,0,0,0,0,0,0,0
g10246.t4,0,0,0,0,0,0,0,0,0
g10247.t1,943,1070,3655,1984,3513,2909,3769,2297,4299
g10248.t1,46,548,333,160,1146,1930,4119,1634,226
g10249.t1,383,62,1387,716,892,795,893,501,1908
g1025.t1,1775,1303,1749,1149,2249,2111,2746,1656,2357
g10250.t1,513,425,4533,1174,12634,3227,517,7808,3601
g10251.t1,0,0,0,0,0,4,0,0,11
g10252.t1,0,0,0,0,0,32,0,0,0
g10253.t1,0,0,0,0,0,0,0,0,0
g10254.t1,0,0,0,0,0,0,0,0,0
g10255.t1,395,0,72,20,55,451,127,223,38
g10256.t1,0,0,0,0,0,0,0,0,0
g10256.t2,0,0,0,0,0,0,0,0,0
g10257.t1,0,0,0,0,0,11,0,12,0
g10258.t1,0,0,0,0,0,0,0,1,0
g10259.t1,0,0,0,0,4,0,0,0,0
g1026.t1,6809,3498,9123,4871,5945,7946,6372,6850,16373
g10260.t1,0,0,0,0,196,0,0,1,36
g10261.t1,0,0,0,0,33,8,18,622,0
g10262.t1,266,0,4,152,4711,738,146,30152,84
g10263.t1,0,0,0,0,1298,523,0,22470,0
g10264.t1,0,0,200,40,785,215,48,1151,26
g10265.t1,78,0,0,0,0,0,0,0,0
g10266.t1,0,0,0,0,0,0,0,0,0
g10267.t1,0,35,0,0,0,0,0,0,0
g10268.t1,87473,45412,73424,188173,41170,44732,23724,135753,9664
g10269.t1,0,0,0,0,4,4,18,0,0
g1027.t1,170,44,382,458,442,446,503,443,606
g10270.t1,0,0,0,0,0,0,1,9,16
g10271.t1,0,0,0,40,280,40,218,56,0
g10272.t1,0,0,0,0,0,0,0,0,0
g10273.t1,107,0,0,121,1489,22,272,157,76
g10274.t1,47,0,69,101,8,0,0,2,0
g10275.t1,56,0,0,0,0,0,0,0,10
g10276.t1,648,861,1169,1257,360,365,654,671,85
g10277.t1,0,55,681,60,113,14,4,114,0
g10278.t1,0,0,271,0,0,0,0,10,7
g10279.t1,0,0,0,38,0,0,0,0,0
g1028.t1,0,0,2,21,0,4,1,0,4
g10280.t1,334,239,70,246,259,376,1012,705,39
g10281.t1,9383,7353,9261,22871,16126,47753,48838,23129,8379
g10282.t1,252,231,385,212,240,663,762,406,56
g10283.t1,2,0,0,0,76,26,0,0,45
g10284.t1,101,238,86,127,184,590,774,792,52
g10285.t1,52812,63067,231873,133499,51860,77725,88560,90776,11011
g10286.t1,207,503,701,625,774,330,2886,171,2467
g10287.t1,0,0,0,0,12,9,0,6,12
g10288.t1,0,0,10,0,0,1,0,0,0
g10289.t1,8904,5129,16878,16069,5825,3708,2463,3743,1973
g1029.t1,525,483,704,472,811,705,863,605,906
g10290.t1,0,0,0,0,0,1,16,0,37
g10291.t1,0,0,0,0,7,13,4,11,0
g10292.t1,0,0,310,128,47,35,4,26,160
g10293.t1,748,0,107,686,493,619,178,241,1184
g10294.t1,318,1,938,152,452,460,677,463,745
g10295.t1,1526,1197,3963,2294,2285,3337,3860,2483,2983
g10296.t1,8960,6481,22273,14710,16359,18785,14441,14868,22588
g10297.t1,428,530,1294,671,713,1651,1339,1162,1799
g10298.t1,0,0,86,16,454,16,67,33,103
g10299.t1,379,449,2154,1594,3182,911,400,1316,950
g103.t1,0,0,0,0,21,9,0,12,10
g1030.t1,9273,2396,6353,7676,496,555,662,975,248
g10300.t1,640,40,662,669,820,764,736,822,1245
g10301.t1,0,126,21,498,281,896,229,182,243
g10302.t1,0,0,0,0,0,18,0,0,0
g10302.t2,0,0,0,0,0,0,0,0,0
g10303.t1,0,0,48,0,39,19,5,14,10
g10304.t1,124,60,617,378,2996,348,91,561,3805
g10305.t1,0,179,106,12,131,54,95,567,0
g10306.t1,651,440,955,704,1400,1663,2125,1082,1750
g10307.t1,364,76,596,585,586,738,1006,623,1229
g10308.t1,584,681,2340,1680,1480,1564,1404,1096,2076
g10309.t1,2146,1525,5417,2750,2142,2922,3888,2665,2526
g1031.t1,865,734,1516,1398,2199,1206,1193,1561,1122
g10310.t1,402,0,188,231,132,77,71,166,130
g10311.t1,650,106,716,801,528,503,602,909,1318
g10312.t1,0,0,0,16,0,2,4,5,0
g10313.t1,0,0,0,0,0,0,0,0,0
g10313.t2,0,0,0,0,0,0,0,0,0
g10313.t3,0,0,0,0,0,0,0,0,0
g10314.t1,70,0,291,29,140,176,95,120,337
g10315.t1,479,255,438,686,798,1342,1025,3223,242
g10316.t1,0,0,0,0,0,0,0,0,0
g10316.t2,0,0,0,0,0,0,0,0,0
g10317.t1,0,0,1,0,31,6,4,2,15
g10318.t1,0,0,0,0,0,0,0,0,0
g10319.t1,118,0,0,0,0,6,0,22,8
g1032.t1,5568,3290,7411,7628,8332,9553,10932,9008,14240
g10320.t1,63,53,116,46,38,32,58,67,38
g10321.t1,2358,1083,4958,2460,1533,740,2008,893,403
g10322.t1,0,0,0,0,24,4,0,0,1
g10323.t1,0,0,0,0,4,92,10,0,1
g10324.t1,478,0,1248,1593,614,1158,1132,1726,1773
g10325.t1,9038,3879,6773,2094,2777,3709,10552,1092,100554
g10326.t1,297,791,750,522,569,836,987,653,1400
g10327.t1,2096,2484,5877,4335,7135,7507,6613,9150,3935
g10328.t1,383,598,790,653,1287,1029,692,643,1803
g10329.t1,0,0,0,0,8,16,0,0,0
g1033.t1,0,0,0,0,0,0,0,11,0
g10330.t1,0,0,0,0,0,0,0,0,0
g10331.t1,0,0,42,11,10,16,45,0,24
g10332.t1,144,97,172,224,183,193,118,169,176
g10333.t1,0,0,0,0,2,0,5,6,82
g10334.t1,0,0,0,0,1,13,5,3,48
g10335.t1,14054,13485,30266,15265,25319,25419,36404,38731,1981
g10336.t1,25214,25154,58075,28580,43728,41869,67963,64531,3301
g10337.t1,0,0,0,0,7,8,0,6,12
g10338.t1,0,0,0,0,19,32,81,14,24
g10339.t1,132,507,320,225,164,151,236,217,104
g1034.t1,122,0,105,46,22,0,65,27,26
g10340.t1,2808,3034,10016,6020,4771,2964,3824,3320,3590
g10341.t1,9397,4305,17337,11997,16640,12438,13310,11525,17053
g10342.t1,806,385,1305,1651,1300,1819,1854,1550,2628
g10343.t1,35962,27399,108301,60745,30488,46065,41014,32439,8818
g10344.t1,30043,16009,59021,40073,18366,30734,28077,20744,4450
g10345.t1,2839,2260,4898,3992,16162,9227,11306,6321,10298
g10346.t1,2139,1741,3217,2979,2185,2634,2638,3001,2518
g10347.t1,1974,1303,3100,2344,3954,3316,3945,3249,5055
g10348.t1,1205,1373,3446,1815,2709,3658,3495,2283,6447
g10349.t1,685,207,441,966,2003,890,857,1078,6716
g1035.t1,0,0,69,0,29,44,57,27,0
g10350.t1,1454,1361,2799,2181,2274,2536,2117,1543,1617
g10351.t1,272,544,370,296,987,914,1157,880,563
g10352.t1,0,0,22,0,0,4,0,1,15
g10353.t1,0,0,0,0,0,0,4,0,8
g10354.t1,0,0,0,0,4,4,8,0,11
g10355.t1,9475,5847,20291,15808,16699,15422,16792,12988,8249
g10356.t1,219,535,1513,478,1086,896,1090,743,2241
g10357.t1,0,0,0,0,0,0,0,0,0
g10358.t1,0,0,0,0,12,0,34,9,1
g10358.t2,367,351,916,730,1881,1018,1230,952,4437
g10359.t1,23,0,152,203,316,118,301,171,437
g1036.t1,0,30,62,0,14,6,39,18,12
g10360.t1,0,0,99,62,63,20,49,56,60
g10361.t1,0,0,0,0,0,0,0,0,0
g10361.t2,0,0,0,0,0,0,0,0,0
g10361.t3,0,0,0,0,0,0,0,0,0
g10361.t4,4488,2715,9630,5817,3249,3951,3461,3317,424
g10361.t5,0,0,0,0,0,0,0,0,0
g10362.t1,1231,929,3207,1445,1374,1818,1850,1193,808
g10363.t1,0,0,0,0,0,0,0,0,0
g10363.t2,0,76,0,39,0,12,0,7,32
g10364.t1,0,0,0,0,0,0,0,0,0
g10364.t2,0,0,0,0,0,0,0,0,0
g10364.t3,0,0,0,0,0,0,0,0,0
g10365.t1,56,89,509,138,165,183,146,93,96
g10365.t2,187,364,503,484,237,257,530,390,194
g10366.t1,0,0,0,0,0,0,0,0,0
g10367.t1,28,0,12,162,15,8,18,10,25
g10368.t1,0,0,0,0,0,0,0,2,0
g10369.t1,0,0,0,0,10,0,0,0,0
g1037.t1,778,2944,4436,1751,1346,2150,379,2248,1013
g10370.t1,0,0,0,0,0,0,0,0,0
g10371.t1,0,0,247,0,16836,1,0,2,11363
g10372.t1,0,0,0,0,0,0,0,0,0
g10373.t1,0,0,0,0,0,0,0,0,0
g10374.t1,0,0,0,0,0,0,0,0,0
g10375.t1,0,0,0,0,0,0,0,0,0
g10376.t1,0,0,0,0,0,0,0,0,0
g10377.t1,0,0,0,0,0,0,0,0,0
g10378.t1,0,0,0,0,0,0,0,0,0
g10379.t1,45,0,0,0,1,0,4,0,0
g1038.t1,34207,23030,47744,40165,94444,43525,52954,63207,139996
g10380.t1,805,247,914,787,568,900,1008,726,746
g10381.t1,792,618,1117,1075,1723,1720,2687,1682,2291
g10382.t1,652,1001,288,534,374,879,850,517,730
g10383.t1,0,0,0,0,0,0,0,0,0
g10384.t1,0,0,0,0,0,0,0,0,0
g10385.t1,0,0,0,0,4,15,0,17,0
g10386.t1,0,0,0,0,4,4,0,0,0
g10387.t1,102,0,0,0,0,0,127,49,77
g10388.t1,0,0,0,0,6,2,0,0,0
g10389.t1,0,0,0,0,0,0,0,0,0
g1039.t1,180,311,473,102,423,291,410,249,371
g10390.t1,681,631,1982,1581,120,16,4,50,163
g10391.t1,15824,3905,16327,18521,20,18,649,20,14
g10392.t1,0,0,0,0,0,0,0,10,0
g10393.t1,0,0,0,0,0,0,0,0,0
g10393.t2,0,0,0,0,0,0,0,0,0
g10394.t1,0,0,0,0,0,0,0,0,0
g10394.t2,0,0,0,0,0,0,0,0,0
g10394.t3,0,0,0,0,0,0,0,0,0
g10395.t1,3527,2690,5174,4689,9444,12540,15895,6617,5405
g10396.t1,5338,4960,11578,6795,3799,5567,5430,3935,5500
g10397.t1,0,0,0,0,0,0,0,0,0
g10397.t2,0,0,0,0,0,0,0,0,0
g10398.t1,2,0,328,16,8,0,0,0,0
g10399.t1,704,886,1915,2979,17866,539,432,714,41148
g104.t1,107,0,210,144,198,56,21,40,173
g1040.t1,0,0,0,0,1,6,2,0,25
g10400.t1,523,276,401,424,1137,994,968,618,2752
g10401.t1,179,186,58,18,303,385,458,146,519
g10402.t1,90,15,63,0,286,467,579,249,504
g10403.t1,0,0,0,0,0,0,0,0,0
g10403.t2,0,0,0,0,0,0,0,0,0
g10404.t1,801,1850,8281,5116,6861,1867,1366,4358,3489
g10405.t1,1155,437,3188,1598,7038,1592,1058,1644,5698
g10406.t1,6641,4591,15880,12244,7363,8654,14682,8696,6159
g10407.t1,0,0,0,0,0,0,0,0,0
g10407.t2,0,0,0,0,0,0,0,0,0
g10408.t1,0,97,55,0,10,0,6,0,0
g10409.t1,276,320,433,418,209,354,361,413,64
g1041.t1,0,0,0,0,0,0,0,2,26
g10410.t1,11857,9576,15006,10688,4832,8195,7404,10051,1351
g10411.t1,58,170,233,128,26,65,110,181,107
g10412.t1,4,0,0,93,20,100,101,76,435
g10413.t1,1132,406,2504,1666,2603,1972,2468,1963,1743
g10414.t1,4507,4051,8872,6757,2793,4091,4565,4378,729
g10415.t1,2365,992,3743,3831,4048,3778,5055,3207,3608
g10416.t1,0,0,0,0,0,2,0,0,1
g10417.t1,499,140,1034,593,1491,1101,967,746,1950
g10418.t1,524,319,1833,1488,1149,969,697,1060,1231
g10419.t1,0,0,0,0,0,0,0,0,1
g1042.t1,0,0,0,0,0,0,0,0,0
g1042.t2,0,0,0,0,0,0,0,0,0
g10420.t1,0,0,0,0,0,0,0,0,0
g10420.t2,0,0,0,0,0,0,0,0,0
g10421.t1,427,90,679,792,1011,733,1190,810,941
