gene_id,091304_G,091305_G,091301_G,090902_G,042008_G,042005_G,042004_G,042002_G,042001_G
g7512.t1,406,579,85,457,158,1452,252,751,0
g7513.t1,576,160,771,869,436,428,120,279,269
g7514.t1,378,493,843,106,222,131,62,291,229
g7515.t1,16,0,114,54,1202,4470,7019,2299,303
g7516.t1,0,0,0,0,0,31,3,1,0
g7517.t1,533,58,1110,624,554,1130,1019,878,639
g7518.t1,1186,890,1907,1099,1728,1833,1542,1534,4725
g7519.t1,0,0,0,0,8,4,0,12,16
g752.t1,453,502,927,1567,1146,989,848,1120,1005
g7520.t1,171,439,1253,476,33615,625,689,550,31484
g7521.t1,1305,813,1275,1373,4367,4158,5107,1718,1882
g7522.t1,0,0,2,0,0,0,0,0,0
g7522.t2,0,0,0,0,0,0,0,0,6
g7522.t3,0,0,0,0,0,0,6,3,0
g7523.t1,0,0,4,0,0,2,0,0,16
g7524.t1,1733,908,3833,3178,2655,2372,2653,2336,2024
g7525.t1,871,0,692,824,1033,958,1772,1234,1595
g7526.t1,0,0,0,0,0,0,0,0,0
g7527.t1,0,0,0,0,0,0,0,12,0
g7528.t1,2058,960,3012,1763,1283,873,756,1455,723
g7529.t1,24,72,32,65,42,27,26,49,15
g753.t1,138,0,532,233,402,529,389,376,715
g7530.t1,188,298,240,319,134,128,97,167,80
g7531.t1,3175,1149,5761,4619,3270,2867,2599,3263,6550
g7532.t1,220,0,1106,316,691,1017,648,781,1658
g7533.t1,29765,27174,55200,54366,88467,42588,46344,49748,143316
g7534.t1,0,0,0,0,8,21,15,12,13
g7534.t2,0,0,0,0,0,0,0,0,0
g7534.t3,0,0,0,0,0,0,0,0,0
g7534.t4,0,0,0,0,0,0,0,0,0
g7535.t1,252,26,756,419,938,510,520,556,1326
g7536.t1,963,1494,1705,1395,2639,2224,2539,2074,2859
g7537.t1,151,592,70,190,170,459,178,98,29
g7538.t1,0,0,0,0,0,0,0,0,0
g7539.t1,239,146,206,138,22,16,56,45,120
g754.t1,1236,1024,3574,2595,3737,2916,3505,2643,6592
g7540.t1,0,0,0,0,26,0,0,0,26
g7541.t1,3032,2323,5619,3712,5175,5659,6523,4622,6038
g7542.t1,1636,723,9371,2768,13689,7305,4902,10746,21785
g7543.t1,1118,948,1485,1826,7780,4568,2715,8019,6020
g7544.t1,757,40,1428,745,1085,1095,1114,1215,1371
g7545.t1,43,0,163,112,89,93,142,207,50
g7546.t1,0,0,0,0,0,0,0,0,0
g7546.t2,0,0,0,0,0,0,0,0,0
g7547.t1,0,0,0,0,0,0,0,0,0
g7547.t2,0,0,0,0,0,0,0,0,0
g7547.t3,0,0,0,0,0,0,0,0,0
g7548.t1,1602,454,2443,1637,1400,2561,2057,1275,3040
g7549.t1,0,0,0,0,0,0,0,0,0
g755.t1,401,400,605,456,1216,1618,3394,1086,2020
g7550.t1,0,0,0,0,0,0,0,0,0
g7551.t1,0,0,0,97,1360,0,0,0,2765
g7552.t1,44,152,0,54,78,42,150,91,374
g7553.t1,0,0,0,0,0,0,0,0,0
g7554.t1,556,525,1580,809,1080,1000,1387,734,1998
g7555.t1,111,255,1821,757,2235,1604,1671,1529,2247
g7556.t1,111,17,195,100,457,258,431,251,637
g7557.t1,98,0,20,56,121,63,90,122,805
g7558.t1,90,0,319,198,179,359,227,227,613
g7559.t1,0,0,0,0,0,0,0,0,0
g7559.t2,119,48,190,64,297,174,223,281,68
g7559.t3,0,0,0,0,0,0,0,0,0
g756.t1,0,0,1,0,12,3,12,10,2
g756.t2,0,0,0,0,0,0,0,0,0
g756.t3,0,0,0,0,2,0,0,23,0
g7560.t1,88,0,147,17,337,254,399,452,122
g7561.t1,0,0,0,18,107,10,6,16,58
g7562.t1,0,0,113,0,34,26,26,20,18
g7563.t1,125,470,395,442,185,171,202,49,115
g7564.t1,82,109,49,68,85,5,0,10,149
g7565.t1,0,3,1030,780,44,1,12,2,464
g7566.t1,0,151,952,27,85,2,4,45,382
g7567.t1,2,106,165,0,55,30,6,28,268
g7568.t1,0,0,0,0,6,24,0,24,2
g7569.t1,0,20,32,0,34,0,0,16,0
g757.t1,371,0,220,133,1115,333,477,486,339
g7570.t1,371,388,885,572,1161,766,541,597,1121
g7571.t1,25,3,0,57,171,24,99,58,219
g7572.t1,596,78,1156,667,900,1158,1122,1201,1462
g7573.t1,267,85,500,811,1772,1033,1375,1147,3434
g7574.t1,672,591,2216,1237,2092,2098,2552,2193,3019
g7575.t1,582,32,1986,380,1356,3074,2531,3827,1212
g7576.t1,2582,978,1684,1686,16681,10560,10791,5079,5522
g7577.t1,944,1229,1248,1197,1087,1334,1190,1027,2514
g7578.t1,0,0,0,0,0,0,0,0,0
g7578.t2,0,0,0,0,0,0,0,0,0
g7578.t3,0,0,0,0,3,6,3,0,0
g7578.t4,0,0,0,0,0,0,0,0,0
g7578.t5,0,0,0,0,0,0,0,0,0
g7579.t1,20788,20701,52046,46083,35714,17489,14918,13779,9915
g758.t1,0,0,0,0,112,50,17,20,56
g7580.t1,0,0,0,5,0,6,0,0,22
g7580.t2,71,0,0,66,116,109,69,88,34
g7581.t1,475,244,1202,744,760,736,791,673,2468
g7582.t1,0,0,0,0,0,0,0,0,8
g7583.t1,0,0,0,0,16,0,0,0,0
g7584.t1,0,0,0,0,502,594,0,6,0
g7585.t1,0,0,0,0,0,8,0,4,0
g7586.t1,0,0,0,0,23,46,0,95,36
g7587.t1,0,0,198,0,44,128,83,45,402
g7588.t1,24,0,0,17,16,72,0,36,36
g7589.t1,296,331,863,540,1077,1648,2360,2041,1355
g759.t1,350,325,415,182,313,431,505,396,287
g7590.t1,0,0,0,0,0,0,0,0,4
g7590.t2,0,0,0,0,0,0,0,0,0
g7591.t1,35,0,0,0,81,83,14,93,107
g7592.t1,0,0,2,0,0,0,0,1,2
g7593.t1,2363,1454,4373,3496,7506,6431,13284,6439,6219
g7594.t1,970,809,1354,1319,1990,1933,1769,1863,2776
g7595.t1,200,156,535,179,448,527,641,475,959
g7596.t1,60,0,50,63,88,56,137,105,159
g7597.t1,0,0,0,0,1,10,0,0,10
g7598.t1,0,0,0,0,0,0,0,0,0
g7599.t1,0,0,0,0,0,1,14,0,10
g76.t1,0,0,0,0,0,0,0,0,0
g760.t1,2695,2299,9095,5715,3155,2638,3039,3319,2148
g7600.t1,126,0,791,389,707,922,1064,880,240
g7601.t1,0,0,0,0,0,0,26,0,0
g7602.t1,0,94,31,12,46,31,16,0,8
g7603.t1,0,0,0,0,0,0,0,0,0
g7604.t1,217,692,1051,891,1661,594,1240,1187,6910
g7605.t1,0,0,103,16,0,0,0,29,28
g7606.t1,0,0,0,0,74,7,0,0,6182
g7607.t1,96,0,229,419,33,258,496,80,319
g7608.t1,406,392,804,458,1512,589,176,876,259
g7609.t1,177,791,833,698,1282,606,1157,967,1393
g761.t1,89,0,152,615,298,193,389,345,783
g7610.t1,0,0,0,0,4,0,0,0,0
g7611.t1,0,0,0,0,12,16,0,0,0
g7612.t1,369,97,662,610,789,691,940,541,1602
g7613.t1,282,278,957,249,746,568,631,272,716
g7614.t1,737,966,2448,1485,2659,2710,3431,2339,4390
g7615.t1,263,644,2619,1045,650,746,1275,1422,596
g7616.t1,409,342,1339,692,1398,1807,1713,1002,1375
g7617.t1,379,165,274,530,763,531,810,795,1160
g7618.t1,0,0,0,0,0,0,0,0,2
g7619.t1,0,0,0,22,13,0,0,10,166
g762.t1,48,0,335,61,12,0,0,7,432
g7620.t1,600,409,1453,1339,2073,1704,1961,2389,2585
g7621.t1,1081,544,1398,880,1503,1086,1400,1459,1159
g7622.t1,19,0,21,0,36,0,26,10,2
g7623.t1,390,206,641,338,872,1159,919,408,1658
g7624.t1,11,0,66,0,6,16,44,51,217
g7625.t1,0,0,0,0,2,14,14,4,0
g7626.t1,104,0,51,30,147,212,235,284,408
g7627.t1,495,218,1700,909,848,879,813,984,882
g7628.t1,1672,1231,4093,3446,3557,4296,3916,2724,12781
g7629.t1,1356,805,5178,2626,4246,5581,7326,4459,3920
g763.t1,0,0,0,0,0,0,0,0,10
g7630.t1,1792,719,2657,1765,2884,2124,2502,1760,5571
g7631.t1,0,0,0,0,0,0,0,0,0
g7632.t1,0,0,0,16,17,33,1,29,85
g7633.t1,521,537,925,376,460,708,567,798,1582
g7634.t1,9857,10558,17293,20820,18502,10166,9239,13455,8160
g7635.t1,0,0,0,0,0,0,0,0,0
g7636.t1,0,0,0,0,0,0,0,0,0
g7637.t1,0,0,0,0,0,0,0,0,0
g7638.t1,0,0,0,0,0,0,0,0,0
g7639.t1,0,0,0,0,2,9,0,4,32
g764.t1,480,693,1499,454,884,724,735,1167,643
g7640.t1,0,0,0,0,4,0,0,8,9
g7641.t1,0,0,0,0,0,0,0,0,0
g7641.t2,0,0,0,0,0,0,0,0,0
g7641.t3,0,0,0,0,0,0,0,0,0
g7641.t4,0,0,0,0,0,0,0,0,0
g7642.t1,0,0,16,0,3,29,17,18,11
g7643.t1,0,339,0,89,0,0,0,0,0
g7644.t1,358,303,601,152,1005,638,1155,404,1253
g7645.t1,1205,970,3232,1366,2241,1820,1688,2197,3283
g7646.t1,112,77,0,28,12,62,15,40,0
g7646.t2,0,0,0,0,0,0,0,0,0
g7647.t1,811,904,896,1260,1066,1083,807,1543,1491
g7648.t1,2792,1092,7363,3387,4527,3634,3846,4706,6597
g7649.t1,395,160,1131,505,719,1259,751,968,1450
g765.t1,0,0,0,0,0,0,0,0,0
g765.t2,0,0,0,0,0,0,0,0,0
g7650.t1,5162,2947,7483,6389,9420,7281,7961,6579,9960
g7651.t1,1444,1092,2349,1614,2592,2566,3179,2743,2782
g7652.t1,0,0,0,0,0,1,7,0,18
g7653.t1,315,381,1228,480,874,824,1108,830,2169
g7654.t1,66,104,291,170,872,392,400,321,6125
g7655.t1,539,330,866,1361,1905,1714,2110,1515,4499
g7656.t1,260,64,665,529,516,1001,1690,656,1012
g7657.t1,1117,747,2534,1692,2834,1851,1850,1360,3839
g7658.t1,0,0,0,0,11,6,8,47,8
g7659.t1,137,134,813,297,550,678,751,641,995
g766.t1,13,82,115,0,58,70,28,53,63
g7660.t1,682,513,901,583,813,621,1004,738,2458
g7661.t1,3056,1807,7014,3865,5411,5058,6319,5321,6072
g7662.t1,0,0,0,0,0,0,0,0,0
g7663.t1,0,0,0,0,0,1,0,0,11
g7664.t1,0,0,0,0,0,0,0,0,0
g7665.t1,0,0,2,0,0,0,0,6,4
g7666.t1,834,275,1078,761,1389,913,835,778,2493
g7667.t1,1629,2141,6554,2325,5999,5636,6903,5553,23210
g7668.t1,312,186,184,144,399,334,430,216,1045
g7669.t1,126,82,0,393,191,396,404,181,304
g767.t1,3674,4280,7025,5128,7640,9243,9948,8434,6591
g7670.t1,2,0,0,0,0,0,0,0,44
g7671.t1,0,0,0,0,0,0,0,0,25
g7672.t1,0,68,209,20,18,18,6,37,297
g7673.t1,151,0,849,274,125,480,686,217,209
g7674.t1,462,442,1903,1004,447,1219,1640,1515,708
g7675.t1,89,86,0,111,168,69,305,192,167
g7676.t1,0,0,0,22,130,220,49,207,125
g7677.t1,0,0,0,0,11,0,0,0,0
g7678.t1,193,0,0,0,30,26,0,7,0
g7679.t1,0,0,0,0,0,0,0,0,2
g7679.t2,54,0,34,26,162,126,108,122,66
g768.t1,75,146,242,403,429,750,382,344,425
g7680.t1,16,0,149,0,40,494,0,355,135
g7681.t1,53609,27712,318040,85929,474499,170516,16098,446375,82994
g7682.t1,0,0,0,0,0,0,0,0,4
g7683.t1,333,186,39,278,501,92,21,294,195
g7684.t1,293,0,114,188,297,309,303,212,566
g7685.t1,32687,22868,46176,39539,84661,48119,60647,51797,101899
g7686.t1,15677,12189,23378,17107,19717,16665,21443,18217,6923
g7687.t1,0,0,0,0,2,14,6,0,11
g7688.t1,269,519,770,889,1361,2026,2422,1080,1080
g7689.t1,663,603,1823,1334,1548,2058,1260,1400,1448
g769.t1,0,0,0,83,14,24,0,0,33
g7690.t1,0,0,38,0,14,4,0,0,17
g7691.t1,0,0,0,0,0,0,0,0,0
g7692.t1,166,106,287,350,495,298,259,340,1108
g7693.t1,0,0,181,30,158,179,54,130,256
g7694.t1,54,0,99,157,201,99,44,122,137
g7695.t1,2826,2330,7146,6220,6684,6450,6088,6081,11051
g7696.t1,578,1200,1282,1737,1659,1887,1403,1370,2296
g7697.t1,2309,1581,6424,3257,3679,3126,4326,4059,3509
g7698.t1,441,0,816,725,745,858,703,578,942
g7699.t1,425,204,4446,563,3871,2450,2861,4473,4262
g77.t1,28,0,0,0,0,1,0,0,1
g770.t1,214,0,16,129,76,54,132,88,393
g7700.t1,28,110,195,39,95,203,58,97,322
g7701.t1,474,416,865,698,1801,1117,443,829,4634
g7702.t1,135,0,164,205,510,465,415,307,383
g7703.t1,0,0,0,0,0,0,0,0,0
g7703.t2,0,0,0,0,0,0,0,0,0
g7703.t3,0,0,0,0,15,38,7,6,4
g7703.t4,0,0,0,0,0,0,0,0,0
g7704.t1,195,176,637,194,767,760,1251,806,980
g7705.t1,70,96,297,378,262,23,139,51,136
g7706.t1,0,0,0,108,36,9,8535,14,0
g7707.t1,116,0,205,282,109,329,334,290,316
g7708.t1,0,234,0,91,127,139,228,145,70
g7709.t1,0,0,0,30,27,37,26,10,70
g7709.t2,0,0,0,0,4,0,0,2,0
g771.t1,0,0,9,0,18,1,31,13,8
g7710.t1,8,0,0,8,5,18,7,16,2
g7711.t1,842,108,1415,1074,3246,2495,1938,2408,1798
g7712.t1,357,68,595,291,3725,250,65,787,225
g7713.t1,762,643,993,841,863,814,837,845,1458
g7714.t1,362,41,434,377,301,345,214,418,618
g7715.t1,1380,381,1558,852,1388,1295,1547,1108,2339
g7716.t1,1218,1495,3111,1559,2133,3458,3049,3891,1402
g7717.t1,0,0,0,0,0,0,0,18,0
g7718.t1,2388,1357,3702,2846,4607,5013,6040,4107,2455
g7719.t1,694,584,1278,767,3112,4527,9544,2377,6326
g772.t1,188,0,0,209,18,15,10,18,24
g7720.t1,0,292,124,31,422,490,246,97,268
g7721.t1,0,0,0,0,0,0,0,0,0
g7722.t1,0,0,0,0,2,9,0,0,0
g7723.t1,12,105,202,60,58,62,84,81,224
g7724.t1,1185,1523,3737,1695,2755,8021,31455,6938,504
g7725.t1,0,0,0,0,39,16,2,0,20
g7726.t1,0,0,0,0,14,0,38,25,0
g7727.t1,4318,2453,11532,6711,13421,34022,50677,23735,7825
g7728.t1,185,115,410,236,1299,8545,8348,3801,1307
g7729.t1,56,0,0,0,230,336,58,486,706
g773.t1,682,1262,1806,1854,1878,2456,2361,1713,4140
g7730.t1,0,0,0,0,0,0,0,0,0
g7730.t2,0,0,0,0,0,0,0,0,0
g7731.t1,17207,11738,26133,21749,32485,24848,23401,27823,29115
g7732.t1,723,926,2994,1559,1914,1832,1860,2675,3566
g7733.t1,60,0,107,148,106,43,82,145,125
g7734.t1,0,0,0,0,0,0,0,0,0
g7734.t2,0,0,0,0,39,0,6,0,0
g7735.t1,0,0,14,0,1525,0,39,10,3928
g7736.t1,0,0,125,497,0,2,0,12,0
g7737.t1,0,0,16,677,0,0,0,8,0
g7738.t1,0,0,0,0,0,0,0,0,0
g7739.t1,1462,1257,2752,3727,3514,584,506,3568,710
g774.t1,538,326,431,612,698,1252,808,754,1073
g7740.t1,493,453,2381,2284,3610,66953,84099,29960,1728
g7741.t1,0,0,0,0,7,72,139,12,0
g7742.t1,19,0,0,0,2,61,27,12,0
g7743.t1,282,0,574,453,1211,901,1115,938,346
g7744.t1,0,0,0,0,0,0,0,0,0
g7744.t2,0,0,0,0,0,0,0,0,0
g7745.t1,1664,438,2227,245,613,890,90,1173,110
g7746.t1,0,0,0,0,0,0,0,0,1
g7747.t1,0,0,0,34,8,0,0,22,0
g7748.t1,0,0,0,0,0,26,0,0,63
g7749.t1,0,80,0,75,43,82,93,76,265
g775.t1,0,0,0,0,0,0,0,0,0
g7750.t1,348,0,326,306,752,696,844,454,1316
g7751.t1,83,322,334,282,485,520,681,579,753
g7752.t1,0,0,63,22,5,4,0,2,5
g7753.t1,8,0,0,64,48,20,10,20,134
g7754.t1,40,0,0,0,0,3,0,8,26
g7755.t1,637,752,1259,695,805,1157,1352,919,2146
g7756.t1,0,0,0,0,0,0,0,0,0
g7757.t1,895,1167,1145,1021,946,864,1257,691,2409
g7758.t1,12,0,164,0,32,24,42,56,70
g7759.t1,36,0,49,36,65,53,61,51,128
g776.t1,0,48,616,133,203,144,172,71,284
g7760.t1,193,0,406,344,1226,1112,1424,695,3266
g7761.t1,105,0,72,0,48,176,217,80,184
g7762.t1,557,200,551,444,805,1077,2138,786,1304
g7763.t1,4575,4078,8390,5136,3388,3505,3404,3365,2754
g7764.t1,117,0,426,94,484,89,139,335,417
g7765.t1,585,45,1033,1064,2167,2400,2325,2074,1843
g7766.t1,19621,6073,45729,25122,100313,15649,7857,31763,15115
g7767.t1,0,0,0,0,32,0,0,0,9
g7768.t1,24,0,168,88,151,88,139,138,514
g7769.t1,162,0,271,264,269,45,48,134,69
g777.t1,0,0,0,0,0,0,0,0,0
g7770.t1,9560,7097,30665,16556,29798,19684,17093,39132,7156
g7771.t1,509,155,824,801,1413,4888,9727,2043,629
g7772.t1,337,32,606,1189,1684,5050,9142,1588,482
g7773.t1,277,0,292,66,281,88,91,184,343
g7774.t1,150,0,18,229,65,70,90,65,225
g7775.t1,914,754,1245,966,1181,1051,1061,890,1844
g7776.t1,521,261,966,723,1216,1085,1223,850,2048
g7777.t1,265,0,516,395,361,386,324,392,696
g7778.t1,493,798,3076,1593,528,546,374,800,209
g7779.t1,0,0,0,0,0,5,0,0,0
g778.t1,0,0,6,0,12,13,12,12,11
g7780.t1,0,0,0,0,0,0,0,3,0
g7781.t1,0,0,0,0,0,0,0,0,0
g7782.t1,0,0,0,0,0,0,0,0,0
g7783.t1,0,0,114,0,0,0,0,0,0
g7784.t1,0,0,0,0,0,18,33,10,4
g7785.t1,133,142,305,143,298,175,279,298,716
g7786.t1,0,0,75,0,3,14,4,14,0
g7787.t1,0,0,108,0,3,40,9,24,1
g7788.t1,10,166,0,0,23,201,85,161,39
g7789.t1,142,0,371,81,2464,2309,2077,1008,959
g779.t1,24,114,8,38,44,28,0,12,126
g7790.t1,0,0,33,0,0,12,3,0,0
g7791.t1,0,93,0,49,30,6,13,979,188
g7792.t1,0,0,0,0,8,0,0,136,3
g7793.t1,0,0,46,59,17,0,0,0,0
g7794.t1,0,0,0,0,0,0,0,0,0
g7795.t1,1431,1401,965,1155,2130,1984,1676,1730,1566
g7796.t1,58,35,105,58,169,151,171,110,979
g7797.t1,1056,444,3995,1801,1153,2789,3034,2326,1810
g7798.t1,150,312,579,516,386,239,302,709,1540
g7799.t1,6131,2970,6588,5768,7069,8251,9316,9917,5174
g78.t1,0,0,0,0,0,0,0,0,0
g780.t1,1,5,85,212,25,20,1,98,175
g7800.t1,458,38,153,549,666,430,324,495,1194
g7801.t1,0,0,0,0,0,0,0,0,0
g7801.t2,0,0,0,0,0,0,0,0,0
g7802.t1,0,0,0,0,0,65,35,19,0
g7803.t1,0,0,0,0,0,7,0,0,0
g7804.t1,72,0,0,79,675,2,195,9,283
g7805.t1,0,0,0,0,8,0,0,0,0
g7806.t1,438,0,331,264,204,192,229,251,36
g7807.t1,0,0,1,0,0,1,0,0,0
g7808.t1,0,0,0,0,1,0,0,0,0
g7809.t1,0,0,0,0,0,0,0,0,0
g781.t1,0,0,0,0,0,0,0,0,0
g7810.t1,0,180,157,0,44,23,0,71,88
g7811.t1,1167,496,2431,1675,1761,1619,1669,1717,5214
g7812.t1,281,117,314,117,346,364,341,290,553
g7813.t1,86,0,0,74,6,4,0,0,0
g7814.t1,529,702,2331,1339,780,1762,1473,1280,1417
g7815.t1,194,185,626,1122,7508,4354,10566,3864,5257
g7816.t1,0,0,0,0,0,3,2,0,12
g7817.t1,484,310,1346,786,1119,1181,856,866,2221
g7818.t1,231,240,67,335,395,428,298,899,927
g7819.t1,0,0,0,0,6,0,0,16,0
g782.t1,0,0,0,0,0,0,0,0,0
g7820.t1,168,95,509,265,365,196,5,290,140
g7821.t1,2498,1157,7487,3649,7612,3182,57,6198,1572
g7822.t1,0,0,47,0,70,11,0,79,48
g7823.t1,92,44,488,134,739,637,141,194,721
g7824.t1,134,199,435,273,1958,2390,4172,1418,699
g7825.t1,1143,487,1277,1232,4308,3247,4913,2733,3328
g7826.t1,229,124,617,347,721,1035,582,690,2587
g7827.t1,0,0,22,0,0,0,0,0,38
g7827.t2,0,0,0,0,0,0,0,0,0
g7828.t1,1156,847,5080,2135,1421,383,442,591,252
g7829.t1,5529,4014,8691,7330,11063,9667,10620,11169,10800
g783.t1,0,0,0,0,10,0,0,0,10
g7830.t1,1060,599,1035,1270,2797,1939,2084,1906,3612
g7831.t1,1377,1300,2412,1695,3293,2106,2288,2284,2033
g7832.t1,35,243,146,38,211,189,200,139,138
g7833.t1,4,0,0,0,0,6,0,1,14
g7834.t1,0,0,0,0,0,0,0,0,0
g7834.t2,0,0,0,0,0,0,0,0,0
g7834.t3,0,0,0,0,0,0,0,0,0
g7835.t1,1067,413,2958,1719,1859,1948,1934,1170,2202
g7836.t1,105,398,397,414,392,622,732,296,534
g7837.t1,28,0,0,32,97,118,46,31,109
g7838.t1,368,0,20,22,448,195,267,127,140
g7839.t1,0,0,2,0,4,10,0,0,0
g784.t1,28,0,0,35,91,12,0,0,129
g7840.t1,0,0,0,0,0,0,0,0,0
g7840.t2,0,0,0,0,0,0,0,0,0
g7841.t1,4914,1944,5288,5029,7449,1942,3333,3173,3475
g7842.t1,0,0,0,0,7,0,12,0,10
g7843.t1,3,0,73,1,10,15,18,56,1
g7844.t1,0,36,185,25,109,112,113,12,35
g7845.t1,18,39,0,18,72,124,105,67,51
g7846.t1,0,0,0,0,6,15,8,9,0
g7847.t1,0,0,0,0,0,0,0,0,0
g7848.t1,77,0,56,46,57,88,35,90,40
g7849.t1,33738,29044,49141,41767,53949,51136,53986,40704,20375
g785.t1,0,0,0,0,0,0,0,0,0
g7850.t1,1798,1081,2559,1994,5048,4158,4907,2326,4149
g7851.t1,0,0,24,89,210,103,12,42,38
g7852.t1,0,0,0,0,0,14,0,3,4
g7853.t1,2507,1930,2496,2643,586,5108,5621,2874,702
g7854.t1,7,0,93,0,16,0,18,0,1
g7855.t1,738,68,1035,572,685,743,852,850,1211
g7856.t1,4150,3347,6804,6359,14531,7545,10096,6606,5099
g7857.t1,265,353,488,248,521,529,734,417,577
g7858.t1,1316,478,1933,928,1251,684,1437,792,938
g7859.t1,488,336,366,656,1136,885,1474,734,1389
g786.t1,0,0,0,0,0,0,0,0,0
g7860.t1,0,0,376,0,0,26,0,0,38
g7861.t1,0,0,0,0,44,0,0,51,47
g7862.t1,1983,1365,3130,2746,2467,3548,3604,3030,2469
g7863.t1,126,44,197,485,983,512,651,294,1160
g7864.t1,108,58,668,108,537,308,393,210,254
g7865.t1,2408,1689,5810,2889,15118,3106,4245,2859,2534
g7866.t1,189,0,236,642,928,84,187,165,762
g7867.t1,0,0,0,0,0,36,0,0,0
g7868.t1,0,0,0,0,0,0,0,0,0
g7869.t1,0,0,2,0,0,0,0,0,0
g787.t1,596,652,1163,498,905,874,810,954,1398
g7870.t1,0,0,0,0,0,0,0,0,0
g7871.t1,0,0,46,2,0,2,0,0,14
g7872.t1,0,0,0,0,0,0,17,0,0
g7873.t1,128,0,0,9,184,575,459,28,178
g7874.t1,0,0,0,0,0,0,0,0,0
g7875.t1,0,0,0,0,0,0,32,0,0
g7876.t1,0,0,0,0,0,0,0,0,0
g7877.t1,0,0,0,0,0,0,0,0,16
g7878.t1,593,1509,1943,1540,1626,2853,2624,1934,1405
g7879.t1,0,166,136,288,90,181,188,171,94
g788.t1,24,0,348,295,216,414,273,145,1553
g7880.t1,1506,1555,3218,2457,3170,2439,4976,2347,4607
g7881.t1,0,0,0,0,0,0,0,0,0
g7882.t1,0,0,0,0,0,0,0,0,0
g7883.t1,0,0,0,0,0,0,0,0,0
g7884.t1,0,0,0,0,0,0,0,0,0
g7885.t1,0,0,0,0,0,0,0,0,0
g7886.t1,0,0,6,0,12,328,0,20,14
g7887.t1,0,0,0,30,0,4,0,0,0
g7888.t1,0,0,0,22,4,2,2,12,2
g7889.t1,0,0,0,0,0,0,0,0,0
g789.t1,742,421,1472,892,1290,763,865,632,1551
g7890.t1,0,0,0,0,25,0,0,8,3
g7891.t1,565,405,660,1527,2599,813,960,867,2942
g7892.t1,19,2,27,18,12,26,8,12,15
g7893.t1,4075,1629,4655,2718,2273,3048,1726,2199,4308
g7894.t1,0,0,0,0,0,0,0,0,0
g7894.t2,0,0,0,0,0,0,0,0,0
g7895.t1,130,0,236,57,186,176,243,198,250
g7896.t1,443,188,156,572,548,519,600,524,503
g7897.t1,0,0,0,0,11,0,0,1,0
g7898.t1,0,0,0,0,0,0,14,0,0
g7899.t1,0,0,0,0,0,0,16,0,63
g79.t1,0,0,0,0,0,0,0,0,0
g790.t1,1546,861,3195,2305,3348,2619,2872,2643,2052
g7900.t1,0,0,0,0,18,0,0,0,0
g7901.t1,0,0,0,0,0,0,0,0,0
g7902.t1,0,0,0,0,0,0,0,0,0
g7903.t1,0,0,0,0,0,0,0,0,0
g7904.t1,0,0,0,0,0,0,0,0,0
g7905.t1,0,0,0,0,0,0,0,0,0
g7906.t1,0,0,3,1,20,0,3,4,93
g7907.t1,73,158,198,315,1773,312,143,233,414
g7908.t1,775,937,939,738,736,191,298,342,379
g7909.t1,0,0,1,0,71,4,66,0,34
g791.t1,63,0,70,0,20,78,62,101,96
g7910.t1,103,464,305,83,632,46,301,230,275
g7911.t1,42,26,38,26,238,21,13,88,20
g7912.t1,845,1327,978,973,1283,432,921,635,7799
g7913.t1,72,28,88,56,331,68,45,37,40
g7914.t1,256,0,0,0,64,8,18,30,0
g7915.t1,0,0,0,0,8,19,2,0,0
g7916.t1,0,0,0,0,0,0,0,0,0
g7917.t1,38,0,146,230,553,1599,275,646,501
g7918.t1,247,824,129,469,1054,5779,545,201,1879
g7919.t1,0,0,0,0,0,0,1,0,0
g792.t1,0,0,0,0,20,0,0,0,0
g7920.t1,0,0,69,16,52,35,217,45,32
g7921.t1,206,128,286,130,185,247,637,147,61
g7922.t1,553,234,1052,540,1144,952,1231,891,1297
g7923.t1,1446,709,3121,1432,2058,2461,2288,1604,2974
g7924.t1,308,135,34,177,484,415,1017,362,906
g7925.t1,928,1029,1046,371,1173,1808,1809,974,1362
g7926.t1,228,40,103,88,96,137,178,98,644
g7927.t1,0,0,0,0,9,51,42,24,0
g7928.t1,0,0,2,0,0,0,0,0,0
g7929.t1,0,0,125,0,0,0,0,0,0
g793.t1,0,0,0,0,0,0,0,0,0
g7930.t1,0,0,0,0,10,23,0,0,0
g7931.t1,0,0,0,0,0,0,0,3,0
g7932.t1,0,0,0,0,58,0,18,6,0
g7933.t1,0,0,0,0,0,0,0,0,0
g7934.t1,0,0,0,0,20,0,0,0,0
g7935.t1,0,0,0,0,0,0,10,0,6
g7936.t1,0,0,0,0,0,0,0,0,0
g7936.t2,0,0,0,0,0,0,0,0,0
g7937.t1,0,0,0,0,30,15,36,14,218
g7938.t1,0,0,0,0,0,0,0,0,0
g7938.t2,0,0,0,0,0,0,0,0,0
g7939.t1,0,0,0,0,869,0,0,2,0
g794.t1,0,0,0,0,0,0,0,0,0
g7940.t1,0,0,232,0,23,0,0,18,18
g7941.t1,0,0,0,0,78,0,12,53,0
g7942.t1,0,2,0,80,354,1,0,51,0
g7943.t1,0,191,0,0,27,0,0,12,0
g7944.t1,0,0,0,0,73,404,6,184,0
g7945.t1,0,0,0,0,0,0,0,0,2
g7946.t1,0,0,0,434,0,0,0,6,4
g7947.t1,0,0,0,0,0,0,0,0,0
