"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"g18331.t1",2.11578033454104,3.77664668287769,3.20800132715399,1.17725845401323,0.239092363928951,0.624799448293517
"g3890.t1",392.571801557486,0.599149883868318,0.508791081358032,1.17759509909078,0.238958064623062,0.624799448293517
"g5869.t1",560.339137944433,-0.479949090315992,0.407612944408718,-1.17746282815479,0.23901082570223,0.624799448293517
"g14356.t1",3179.72952473799,0.5063188004358,0.430216199050308,1.1768938537263,0.239237875580486,0.624970147999467
"g14480.t1",6.19536274518859,3.70351070226987,3.14825339228362,1.17636995527335,0.239447072332404,0.625374283588228
"g9428.t1",611.660044161675,-0.690262180036554,0.586888470679324,-1.17613859280209,0.239539498229408,0.625473329165115
"g12360.t1",1505.44887506666,-0.261996840911521,0.222832891653448,-1.17575479529737,0.239692875148923,0.625731445679944
"g14234.t1",232.881283058147,0.636499868138169,0.541467434247452,1.1755090479685,0.239791119458414,0.625845550808452
"g488.t1",988.615343004746,0.750948190708416,0.638982771525594,1.17522447266536,0.239904921793702,0.625857895545471
"g7791.t1",142.159069910117,2.19393363635697,1.86671330305282,1.17529222766507,0.239877822956858,0.625857895545471
"g10651.t1",1675.88086096655,0.604607087991522,0.515390473516917,1.17310489630476,0.240753743264867,0.626346641308666
"g10784.t1",20.5602274753725,2.00950696890051,1.71143531379556,1.17416472168258,0.24032905357183,0.626346641308666
"g11517.t1",177.932684221732,-1.5325383255789,1.3060519840547,-1.17341296080809,0.240630242224559,0.626346641308666
"g13089.t1",2401.52546484534,-0.348000268846203,0.296782478103115,-1.17257686865628,0.24096552992138,0.626346641308666
"g13605.t1",2418.24874534577,-0.53534331983839,0.456090691941976,-1.17376506316971,0.240489141358301,0.626346641308666
"g1573.t1",252.09183697611,1.22915973862183,1.0476356737574,1.1732702211384,0.240687460072838,0.626346641308666
"g16662.t1",383.068621598134,0.518163264686415,0.441843233764938,1.17273101654439,0.240903689175409,0.626346641308666
"g16685.t1",813.681758430694,0.382869453662843,0.326519638094667,1.17257711020689,0.240965433007841,0.626346641308666
"g1822.t1",133.461193705614,1.63454197469341,1.39315875344369,1.17326325564337,0.240690252468552,0.626346641308666
"g3489.t1",2.02219044484977,3.76805188312799,3.20808776044404,1.17454763226504,0.240175744811354,0.626346641308666
"g5213.t1",290.206107785238,-1.569116669438,1.33798164860822,-1.17274902168517,0.240896466637606,0.626346641308666
"g5676.t1",598.306449729401,0.342007331196554,0.291207397272865,1.17444589113953,0.240216472938066,0.626346641308666
"g7410.t1",264.244725690696,1.47249905579898,1.25412345345622,1.174126081241,0.240344528162588,0.626346641308666
"g7653.t1",797.594163322271,0.435280928682686,0.370864849374264,1.17369151974663,0.240518608199921,0.626346641308666
"g8771.t1",431.600971509086,-0.549934473522587,0.468922243931749,-1.17276260753079,0.240891016945926,0.626346641308666
"g9249.t1",70.5096104193263,-1.5092522539674,1.28572964585975,-1.17384884048324,0.24045557717529,0.626346641308666
"g11211.t1",360.516025903018,1.04524101479823,0.892107123921624,1.17165415090897,0.241335937759951,0.626957496123816
"g2964.t1",4.37919862752709,1.92037039058543,1.63912419693056,1.17158321143788,0.241364431672623,0.626957496123816
"g9593.t1",601.76798386477,0.518877412614377,0.44278863815318,1.1718399432708,0.241261322667932,0.626957496123816
"g11668.t1",586.597773718691,1.38276607913489,1.18060400471236,1.17123614151367,0.241503871700967,0.627062165218339
"g16714.t1",2745.65324899384,-1.27619296320611,1.0896354768867,-1.17121091436234,0.241514009259765,0.627062165218339
"g14208.t1",54707.8552358891,-0.347605141113843,0.297002278881416,-1.17037870020059,0.241848603385168,0.627788865064054
"g4089.t1",11609.9704825079,-0.37518564846793,0.320687607211822,-1.16994121391199,0.242024626769671,0.628103712530244
"g1649.t1",34.1861303001568,-2.40471943145556,2.05567344645941,-1.1697964166426,0.242082906056667,0.62811291655128
"g6342.t1",2.87376240528672,3.73758942520836,3.19600210765481,1.16945774730761,0.242219255238943,0.628324632260875
"g17003.t1",1142.56203662641,-1.34796819419976,1.15279313165599,-1.1693062329955,0.242280272794457,0.628331639453286
"g5640.t1",9.51263111663327,3.06853997052566,2.6248301813732,1.16904323651152,0.242386211908304,0.628331639453286
"g7713.t1",882.217928358391,-0.365141544479273,0.312336519463321,-1.16906452408026,0.242377635729659,0.628331639453286
"g7318.t1",5558.61283865435,0.450776877595214,0.385703551016095,1.16871331987401,0.242519153576014,0.628534283296823
"g15996.t1",46.270459515128,2.61040948670685,2.23540487300619,1.16775690982384,0.242904833866524,0.62873456272054
"g17310.t1",86.7803655372254,1.59545758748991,1.36623897243404,1.16777344204103,0.242898163452511,0.62873456272054
"g4870.t1",382991.828821744,0.732126750127952,0.627051274511653,1.16757078709095,0.242979939496828,0.62873456272054
"g491.t1",897.323190255319,0.544042634630676,0.465690373064336,1.16824969142215,0.242706061781626,0.62873456272054
"g5518.t1",751.801215043815,0.601876660133827,0.515294847473054,1.16802382768887,0.242797153671054,0.62873456272054
"g7280.t1",825.904000102319,1.49973940230851,1.28365641857855,1.16833397208362,0.242672077157768,0.62873456272054
"g8745.t1",45.3799636735456,-1.89859442596095,1.62592458042425,-1.16770141052026,0.24292722765061,0.62873456272054
"g2254.t1",663.095923873899,0.543920003724411,0.465941643222195,1.16735649546789,0.243066432263065,0.628816586260354
"g8198.t1",480.12604930002,0.807387406878634,0.691741568237414,1.16718069861826,0.243137403857876,0.62885842836894
"g12416.t1",37.6045653401958,3.13981573476788,2.69090165778269,1.16682663808498,0.243280387147085,0.628944744965069
"g5116.t1",56.4104840284705,-1.56546785767417,1.34151033490716,-1.16694431413568,0.243232858467647,0.628944744965069
"g12065.t1",5423.73753869061,0.764828608837379,0.655673355406044,1.16647809847899,0.243421198580794,0.629025371518396
"g3402.t1",1130.57061294266,0.724624422652447,0.62115971913432,1.16656698805634,0.243385281386841,0.629025371518396
"g14994.t1",2604.80232805754,0.309980687815507,0.265883681751774,1.16585074259992,0.243674797229783,0.62907820484382
"g16227.t1",376.483393424384,0.650896473551647,0.558350191902512,1.1657495295807,0.243715728366645,0.62907820484382
"g18184.t1",118.955254698578,1.48411635563962,1.27275337633349,1.16606750627134,0.243587152980749,0.62907820484382
"g3647.t1",2.10066938747827,2.82285354742058,2.4209051938293,1.16603225711433,0.243601403795754,0.62907820484382
"g6467.t1",11.4906929973877,1.8813685587627,1.61351980253837,1.16600276972303,0.243613325647351,0.62907820484382
"g1225.t1",2344.64922215766,-0.400756819282848,0.344056757569495,-1.16479857019492,0.244100537790958,0.629295759903249
"g13830.t1",488.247455700934,1.22403838835087,1.0508789029944,1.16477586985814,0.244109728782038,0.629295759903249
"g15789.t1",3279.47238323124,-0.258581938929811,0.222003354300353,-1.1647659097077,0.244113761558998,0.629295759903249
"g244.t1",405.5940980879,1.01679274168333,0.87300562472359,1.16470354014645,0.244139015507342,0.629295759903249
"g2558.t1",107.858772344011,1.1980223540584,1.0284811770757,1.16484616419015,0.244081268558002,0.629295759903249
"g3065.t1",387.282167180873,0.491502969590933,0.422051471042897,1.16455693988323,0.244198382383751,0.629295759903249
"g8560.t1",1527.00116360331,0.732975052496791,0.629130380421683,1.16506065404997,0.243994441969927,0.629295759903249
"g8766.t1",163.934003977018,0.744204328495608,0.639248281753518,1.16418667009035,0.244348371046434,0.629295759903249
"g9117.t1",416.981537056339,-0.639372735108587,0.54914422042658,-1.16430750124606,0.244299417727312,0.629295759903249
"g9345.t1",27189.6909471552,-0.499367273891997,0.428907527367513,-1.16427724399462,0.244311675449923,0.629295759903249
"g10615.t1",4180.40742655284,-0.354433127289425,0.304560375256434,-1.16375325250699,0.244524021730601,0.629606837195507
"g1070.t1",1088.54834905368,0.569455262669954,0.489551316614137,1.16321873385706,0.244740767575518,0.629741042308665
"g14913.t1",17240.2105730771,-0.433350982612945,0.372516365815477,-1.16330723259445,0.244704872269028,0.629741042308665
"g8614.t1",2154.29069333485,-0.522213178242257,0.448933478595174,-1.16323064137786,0.244735937640516,0.629741042308665
"g3888.t1",459.646805701451,1.26569467299546,1.08869656806224,1.16257799475593,0.245000763175072,0.630127467099311
"g8063.t1",506.563043893039,-0.336305243381102,0.289261126402041,-1.16263546216602,0.244977436455856,0.630127467099311
"g15854.t1",160.038429170739,-0.335035127185354,0.288224279855649,-1.16241118670901,0.245068481413391,0.630160406161791
"g4147.t1",23.1720198944869,1.42666175792826,1.22771888237506,1.16204269430828,0.245218122999356,0.630350171386014
"g7160.t1",62.5240352762886,2.17609275485765,1.87277935975641,1.16195895876421,0.245252136218068,0.630350171386014
"g15780.t1",13.539198777217,1.94071290547578,1.67076574512455,1.16157092108152,0.24540979959224,0.63054883179188
"g16590.t1",14.8364349307048,-2.26839923488071,1.95299404327051,-1.16149828653959,0.245439319589955,0.63054883179188
"g641.t1",760.700559000977,0.364800286321505,0.314142390615181,1.16125775196121,0.245537094993964,0.630658841125946
"g12866.t2",191.083976420813,-0.731983355911908,0.630619794426944,-1.16073640945108,0.245749110364681,0.630967164894884
"g6618.t1",10518.4501697039,-0.528632451933018,0.455498893216382,-1.16055705031515,0.245822080362934,0.630967164894884
"g9670.t1",80.8910607687489,-1.78844631475547,1.54096088832672,-1.16060461255281,0.245802728787492,0.630967164894884
"g13059.t1",3188.25862158886,0.664218281354291,0.572440373564417,1.16032745422619,0.24591551079972,0.630980837505318
"g2948.t1",198.592629058189,1.39553257210027,1.20290152966839,1.16013866279227,0.245992355088776,0.630980837505318
"g9654.t1",96.8921093109581,2.05969524179091,1.77525015762266,1.16022817006768,0.245955920601487,0.630980837505318
"g16658.t1",566.743883002956,0.342110214301647,0.294988119663529,1.15974234722357,0.246153723246208,0.631253659882343
"g5838.t1",456.072327608499,-0.417782325068278,0.360285960262033,-1.15958536037438,0.246217664231908,0.631276567186189
"g12776.t1",758.528174627241,1.47290710899757,1.27105764697207,1.15880433315228,0.246535950857253,0.631951434451158
"g12890.t1",1426.02701456015,0.582687179608205,0.503032406603689,1.1583491877637,0.246721566017357,0.632066035052908
"g13853.t1",5209.34796576537,0.492514574490834,0.425240278488177,1.15820301934199,0.246781196471069,0.632066035052908
"g3126.t1",655.685844320101,-1.37380022520349,1.18607723600732,-1.15827214577366,0.246752994590303,0.632066035052908
"g6826.t1",381.388250469448,-1.24704572899525,1.07675242205462,-1.15815456130173,0.246800967503667,0.632066035052908
"g12406.t1",2021.14994236781,0.337227414352093,0.291268498545928,1.15778883070295,0.246950222528414,0.632307173970567
"g2449.t1",128.08050296893,-3.33099536102381,2.87805647179258,-1.15737665110828,0.247118509201483,0.632596924290924
"g10506.t1",226.250520110146,-1.73015223221437,1.49647430201431,-1.15615231740734,0.247618859619936,0.633312688432893
"g2545.t1",56.0821670606864,-1.18474518189756,1.02446808211504,-1.15644909058721,0.24749751177991,0.633312688432893
"g4289.t1",1921.12886003099,-0.20949217450453,0.181193314194015,-1.15618048842693,0.247607338958762,0.633312688432893
"g5859.t1",15.6678935073098,-2.24686998704631,1.94336397897656,-1.15617558591859,0.247609343833933,0.633312688432893
"g14691.t1",24.7965172536893,2.00115029718478,1.73165618853311,1.15562795342184,0.247833369054336,0.633720085398297
"g16968.t1",159.284368916433,1.21005878815402,1.04725884976813,1.15545338998275,0.24790480918383,0.633761548272138
"g16025.t1",1139.75526851569,0.602176871559068,0.521321435118285,1.15509708788866,0.248050670628234,0.63387898642859
"g6664.t1",37286.3471145346,-0.336543964358746,0.29136206162531,-1.15507133111771,0.248061217153259,0.63387898642859
"g11189.t1",1064.08951367188,0.369262325894796,0.319725534909139,1.15493536041697,0.248116897748701,0.633880124346415
"g15863.t1",318.827205112935,1.25455581159093,1.08656538330721,1.15460682887983,0.248251468937685,0.634082763750028
"g12913.t1",176.266253210727,1.97664600011471,1.71249175259726,1.15425139835962,0.248397115830157,0.634130362073121
"g17556.t1",378.559245191724,1.26560195162421,1.09658973376735,1.15412529650102,0.248448803706761,0.634130362073121
"g1824.t1",145.571387549473,1.26382031261043,1.09514399862344,1.15402204111881,0.248491132645767,0.634130362073121
"g2123.t1",4503.45777494717,0.517802724545329,0.448606397580353,1.15424730306612,0.248398794331362,0.634130362073121
"g12879.t1",160.002465046188,-1.51498438895861,1.31322500705352,-1.15363656709354,0.248649200030744,0.634251660269576
"g16565.t1",88.6559659727046,2.03974449369196,1.76804955368053,1.15366930154522,0.248635774217808,0.634251660269576
"g8597.t1",14.4885184566166,1.83341304498836,1.5896287430833,1.15335926892729,0.2487629523293,0.634400809095789
"g11978.t1",28945.9651931745,1.60427178107455,1.39141645202356,1.15297744161458,0.248919643760808,0.634659371650529
"g10435.t2",34.7324081568567,-2.2022269960591,1.91065596035739,-1.15260258348508,0.249073542350315,0.634687362524242
"g11802.t1",2316.99264009845,-0.740735636867686,0.642595606328961,-1.15272440329834,0.249023521741564,0.634687362524242
"g13587.t1",184.019215756788,-1.04301725124091,0.904967544181999,-1.1525465835172,0.249096538934227,0.634687362524242
"g13739.t1",193.95731526256,-0.510221120325298,0.443011820832748,-1.15170994617302,0.249440283755547,0.63520480770354
"g15383.t1",1337.40151002094,0.54896935772991,0.476679863345653,1.15165208338544,0.249464069788172,0.63520480770354
"g16969.t1",787.952212744072,-0.521233799348964,0.452598117461299,-1.15164818243755,0.249465673433239,0.63520480770354
"g104.t1",95.0426823997487,-1.23947958148557,1.07677041357471,-1.15110850545261,0.249687599299515,0.635310931942756
"g1051.t1",1076.56171199068,0.618598523840642,0.537382223390997,1.15113321005885,0.249677437264217,0.635310931942756
"g3893.t1",1058.58529305089,-0.321403314749397,0.279212601334277,-1.15110605042001,0.249688609172638,0.635310931942756
"g9419.t1",146.125766082804,1.722765989114,1.49674496947596,1.15100837099668,0.249728791738739,0.635310931942756
"g7291.t1",942.741698172215,-0.475196471585636,0.413104991998405,-1.15030435552682,0.250018537528362,0.635907078163892
"g5681.t1",34.0238906541849,2.40680402089452,2.09373698526667,1.14952548377894,0.250339364801929,0.636581996558151
"g11521.t1",19.6375399005318,1.83950655864435,1.6011969268633,1.14883218159049,0.250625186625321,0.636821042931071
"g13796.t2",542.502826546235,0.495779424419313,0.431435543304904,1.14913903620809,0.250498654179874,0.636821042931071
"g6398.t1",486.090973150442,0.652531923083875,0.567933195799365,1.14895894078781,0.250572911672391,0.636821042931071
"g9667.t1",1680.46584967014,0.331148256154446,0.288266062243649,1.14875907894614,0.250655337305651,0.636821042931071
"g12993.t1",6905.17330607101,0.664169095880542,0.578285261433829,1.14851465215241,0.250756167834529,0.636936206743926
"g15409.t1",667.73118579335,-0.915901514177157,0.797565493831703,-1.14837153971762,0.250815217474993,0.636945217026558
"g10150.t1",761.445000329584,1.2371483344484,1.07767791125766,1.1479759597231,0.250978488279266,0.637017144494683
"g1216.t1",10283.4227538499,0.79901989006195,0.696071311704646,1.14789947039361,0.251010066870421,0.637017144494683
"g4483.t1",51.5908423489407,-1.40406083839023,1.2230478572786,-1.14800155205243,0.250967923114708,0.637017144494683
"g14167.t1",151.476395295375,-2.09548671583079,1.82612240875056,-1.14750616157464,0.251172488056391,0.637183409762953
"g8691.t1",166.644981696631,1.20590953816416,1.05092726689179,1.14747192898586,0.251186628247438,0.637183409762953
"g96.t1",115.992756215614,-2.54375557177048,2.21732774726412,-1.14721676798079,0.251292043133439,0.637309941878307
"g4562.t1",585.194811597958,0.622441703200891,0.542667186509503,1.14700449681601,0.251379762419352,0.637391549607707
"g10634.t1",510.220674055092,0.330444407149015,0.288361671460104,1.14593734138045,0.251821079135156,0.637524532132153
"g12817.t1",1591.4747557706,-0.820617812840914,0.716006806182456,-1.14610336906742,0.251752383759569,0.637524532132153
"g14462.t1",1418.93162748514,0.371777814620619,0.324363109906324,1.14617785828971,0.251721567454293,0.637524532132153
"g15078.t1",11.4353238092455,-2.64019560813881,2.3035246618988,-1.14615469580538,0.25173114952766,0.637524532132153
"g5821.t1",1553.36407539111,-0.489579176039434,0.427208466931051,-1.14599595732837,0.25179682479262,0.637524532132153
"g6695.t1",4.11236157632586,2.14306268481417,1.8694641774906,1.14635129713522,0.251649825732771,0.637524532132153
"g8151.t1",1047.48292616329,0.52274432583551,0.456122371374319,1.14606158049309,0.251769672908728,0.637524532132153
"g578.t1",738.161620653769,1.30790933517235,1.14193054014393,1.1453492915668,0.252064494914905,0.638000031681395
"g4752.t1",2237.81422298348,-0.98829248626931,0.863073782008489,-1.14508458821379,0.252174119043852,0.63813675637205
"g745.t1",6.61904286428783,2.85266622173664,2.49189096820949,1.1447797107216,0.252300422054467,0.638203472184044
"g9535.t1",1696.48151547469,-0.731955216063396,0.639400422485274,-1.14475247485507,0.252311707328251,0.638203472184044
"g15026.t1",27.8766683563536,-3.52304873812381,3.07843882001175,-1.14442707622507,0.252446564570777,0.638328280616629
"g8158.t1",343.99249742868,1.24790653046254,1.0904794599651,1.14436500298913,0.252472295723151,0.638328280616629
"g5440.t1",216.013047507725,2.19959099433632,1.922804343104,1.14394946226588,0.252644596453581,0.638623213414381
"g478.t1",7523.36648450893,0.653740539739453,0.571544849706034,1.14381319344527,0.252701117097948,0.638625417268454
"g12738.t1",3.07922392797246,2.23960586897687,1.95922664303236,1.14310709122991,0.252994130430963,0.639225152097255
"g2912.t1",105.317178908565,0.469210183279558,0.410533966448972,1.14292658251428,0.253069074640638,0.639273761958168
"g10471.t1",514.254166295402,1.00033778276633,0.875827017087315,1.14216365018413,0.253386002229501,0.639280883008413
"g11739.t1",621.525166895612,0.617089223615706,0.540058216794099,1.14263463535261,0.253190318965212,0.639280883008413
"g1253.t1",72.0754318264045,1.55997610630565,1.36618639725691,1.14184719554948,0.253517540830541,0.639280883008413
"g13200.t1",459.641229317218,0.417202556293572,0.365351740187103,1.14192026587834,0.253487163950118,0.639280883008413
"g1714.t1",368.069577698882,0.5964486645007,0.522327184269125,1.14190622748324,0.253492999811039,0.639280883008413
"g17611.t1",1303.81462658821,0.747539788319549,0.654664981842561,1.14186615910873,0.253509657034533,0.639280883008413
"g17837.t1",32.706388804875,1.62345393322997,1.42120384226588,1.14230899533851,0.253325603502537,0.639280883008413
"g9184.t1",83.0477528708787,-1.74407236653378,1.52736275722399,-1.14188483271889,0.253501893947028,0.639280883008413
"g3035.t1",36.5445563135401,-1.15504081449379,1.0122231531698,-1.14109305924959,0.253831199310144,0.639931204587702
"g15378.t1",60.7104514158589,1.52163774523618,1.33370062550325,1.14091402233691,0.253905703555495,0.639978443664148
"g1456.t1",940.176294521182,0.478560181619765,0.419623727676423,1.14045071824153,0.254098573123517,0.640042850124118
"g4297.t1",139.204285565154,1.58224011175387,1.38727609192811,1.14053728811458,0.254062527075577,0.640042850124118
"g4589.t1",701.76830258224,-0.947729355189713,0.830937830795154,-1.14055386584433,0.254055624830348,0.640042850124118
"g6090.t1",34.4018384121936,-2.30342129483103,2.02205502643097,-1.1391486703983,0.25464115042417,0.64126878259113
"g12292.t1",249.16416928529,0.640257912841756,0.562204941466673,1.13883366299033,0.254772538370027,0.641318194852912
"g5187.t1",500.038795105965,0.83168384449474,0.730226946758215,1.13893885755235,0.254728657024545,0.641318194852912
"g139.t1",476.294622824135,-0.646613106027303,0.567901472265258,-1.13860086230817,0.254869668613296,0.641334276623973
"g18106.t1",2.03120218484089,2.7649600304196,2.42849140386614,1.13855047047637,0.254890696730737,0.641334276623973
"g11506.t1",250.960776367322,-1.47584883820789,1.29689108115417,-1.13798981244783,0.255124736332329,0.641388652994642
"g2069.t1",4602.99829087326,1.03430652060885,0.908910374219795,1.13796315890518,0.255135866235669,0.641388652994642
"g2762.t1",5046.45958440779,-0.467907769075918,0.411160874298084,-1.13801628103528,0.255113683996083,0.641388652994642
"g3568.t1",1551.03017484365,0.282827253922199,0.24846529635766,1.13829680872244,0.254996566120111,0.641388652994642
"g2013.t1",5.44357685520207,1.14143613911421,1.00331474887661,1.13766506511766,0.255260366312364,0.641561095882762
"g51.t1",106.438609572,1.61560048156914,1.42069562309245,1.13718973670971,0.255458976501327,0.641919687832107
"g361.t1",4799.24381984742,0.344804066492797,0.303286015111418,1.13689405153128,0.25558257913043,0.641949152571856
"g7542.t1",6566.63604987185,0.776467997427705,0.682903875358681,1.13700921234322,0.255534434546093,0.641949152571856
"g9665.t1",219.858155116499,1.14731912693801,1.00929266543067,1.13675563712577,0.255640453545644,0.641954014199082
"g17603.t1",3.8617759458525,2.91785232385371,2.56746659065701,1.13647138952918,0.255759332904332,0.642112033342838
"g5448.t1",1007.27070995717,1.20629849015121,1.06163628846038,1.13626342963523,0.255846331192882,0.64218995992334
"g11013.t1",32531.6650975143,-0.929659066143819,0.818700630331136,-1.13552992596061,0.256153350498338,0.642707598670164
"g13651.t1",1864.81547765476,-0.31379884426893,0.276384796842631,-1.13536941197096,0.256220570226211,0.642707598670164
"g9281.t1",418.794246278029,-0.505520985173843,0.445198659134723,-1.13549530035953,0.256167849902031,0.642707598670164
"g8172.t1",147.193882180059,-1.01694987166272,0.896037989034043,-1.13494057630193,0.256400217261169,0.643017677729279
"g16788.t1",4176.81118994986,-1.00401489263706,0.884851005262631,-1.13467113295426,0.256513136700695,0.643160313912427
"g10243.t1",252.94192375803,1.17033008423819,1.03193308073065,1.13411432009675,0.25674659755665,0.643244819629028
"g13529.t1",3360.18155906787,0.544507084953345,0.48012563684501,1.13409291895221,0.256755573585306,0.643244819629028
"g15418.t1",3474.14833753353,-0.541215226545714,0.477178295376255,-1.13419916997475,0.256711012121109,0.643244819629028
"g8971.t1",4007.49556936719,0.506281277171436,0.446448730660082,1.13401885233919,0.256786640149536,0.643244819629028
"g9668.t1",2977.03552196107,-0.200276466223196,0.176622725551879,-1.13392240776156,0.256827096857808,0.643244819629028
"g15106.t1",10.2788105001948,2.98187400130993,2.63166113227043,1.13307673421363,0.257182030704625,0.6434578531796
"g18042.t1",91.6780338192631,1.20542495337788,1.06383429682245,1.13309465297213,0.257174506574713,0.6434578531796
"g3878.t1",1133.46761308325,0.489595203691669,0.432020766682432,1.13326775342621,0.257101829142453,0.6434578531796
"g4043.t1",7914.93748507389,0.481943840029782,0.425400357173716,1.13291827781182,0.257248573578599,0.6434578531796
"g5339.t1",918.629821568018,0.419577215083835,0.370241815567735,1.13325183013282,0.257108514052803,0.6434578531796
"g6322.t1",106.044557627065,1.09932180595373,0.970248180379588,1.13303155644532,0.257201001636635,0.6434578531796
"g2808.t1",367.17041516094,-1.31021275703949,1.15663676288437,-1.13277806748261,0.257307464079535,0.643464906902756
"g3517.t1",1265.25336700233,0.287007700045145,0.253452183896538,1.13239387261427,0.257468879784031,0.643728292897939
"g14941.t1",56.7985751699398,-1.64460724990587,1.4527897273756,-1.13203391992369,0.257620174107722,0.643826027452139
"g15421.t1",933.189738451047,0.735527992243214,0.649706937325782,1.13209194790296,0.257595779778419,0.643826027452139
"g6023.t1",151.617432608935,1.12993537021302,0.998363695370155,1.13178731904317,0.257723860302953,0.643944920713409
"g12141.t1",330.652541890999,0.673610083056689,0.595409419265888,1.1313393125141,0.2579123038896,0.644063687690971
"g13212.t1",141.239903335839,1.10159393953047,0.973958414675807,1.13104822847816,0.258034792859453,0.644063687690971
"g14380.t1",28.199957569134,1.27174611869821,1.12443667492887,1.13100732753906,0.258052007319892,0.644063687690971
"g14522.t1",292.674082166051,-0.808653508264768,0.714944240744183,-1.13107213427308,0.258024731714456,0.644063687690971
"g1937.t1",94.7759909777152,-1.03772099064171,0.917303213252539,-1.13127368971291,0.257939914625042,0.644063687690971
"g10113.t1",17.4280181674495,3.49248270230314,3.08929756049483,1.13051029689213,0.258261262108255,0.644097373181805
"g13643.t1",586.702596554628,0.637689986423147,0.564060144185747,1.13053544554843,0.258250671451925,0.644097373181805
"g15096.t1",3861.18875345163,0.31397041207853,0.277741272634092,1.13044204450005,0.25829000622017,0.644097373181805
"g4158.t1",1164.91157138491,-0.299503495581202,0.264894608402637,-1.1306515349152,0.258201787550646,0.644097373181805
"g12570.t1",2444.96704799117,0.27258548795566,0.241202815287388,1.13010906456826,0.258430270654452,0.644167199398456
"g18056.t1",3.81006457667117,2.40904097110921,2.13158219588858,1.13016564679317,0.258406432240422,0.644167199398456
"g17838.t1",31.8813992838373,-1.80000789953194,1.59315210486709,-1.12984058084153,0.258543405157375,0.644309254633232
"g4878.t1",1237.71032201248,0.409935693619391,0.362955852237551,1.1294367926353,0.258713619310144,0.644593464004171
"g17364.t1",64.0673742021122,-1.74442819466452,1.54547612483026,-1.1287318947461,0.259010950275481,0.644902633043629
"g18316.t1",16.3209147903563,3.02203679571751,2.67752055817242,1.1286698757526,0.259037121656549,0.644902633043629
"g3915.t1",1694.48579421076,0.260097586365072,0.230485578634851,1.12847661838806,0.25911868603731,0.644902633043629
"g6258.t1",356.746341151163,1.23941785468605,1.09804707650885,1.12874746557012,0.259004379834683,0.644902633043629
"g7184.t1",362.164079185266,0.671914588853164,0.595380769709813,1.1285460045689,0.25908939951322,0.644902633043629
"g14746.t1",1812.78648592709,0.537719906424599,0.476617163421342,1.12820088677596,0.259235089519508,0.644957039836199
"g8197.t1",367.688095096006,-1.83602762083404,1.62745524587321,-1.12815859329448,0.259252947435028,0.644957039836199
"g1194.t1",186.922504980436,1.13121328048058,1.00315998960482,1.12764991846036,0.259467796041621,0.645351631420381
"g15712.t1",52.433583797544,-1.71957455785972,1.5257406002497,-1.12704253762291,0.259724496505822,0.645710208384058
"g5215.t1",4671.07092912381,0.87717557977956,0.778270005516884,1.12708388292182,0.259707016955714,0.645710208384058
"g2111.t1",161.493814000005,-1.19907422813578,1.06416826260448,-1.12677127318299,0.25983919916408,0.645855458004545
"g17131.t1",946.61414983408,0.746693991192694,0.663045776588343,1.12615752570623,0.260098848288436,0.646220909928144
"g7085.t1",88.7536289947528,1.37447260384947,1.22043739151052,1.12621312114036,0.260075320951146,0.646220909928144
"g10160.t1",4862.71467211802,1.30085723331387,1.15774390951043,1.12361397250965,0.261176825943783,0.647357506378155
"g13543.t1",312.403354498195,0.421780262432662,0.37504976144385,1.12459813548184,0.260759364181332,0.647357506378155
"g14305.t1",167.657056069084,1.22037118660591,1.08561702947197,1.12412679008866,0.260959241609608,0.647357506378155
"g16888.t1",6.58465906456153,0.911350455915075,0.810929734332812,1.12383406025293,0.261083429140804,0.647357506378155
"g17843.t1",116.824992874932,1.23545883220085,1.0988919869498,1.12427685966673,0.26089559202388,0.647357506378155
"g18051.t1",5.20710376266626,2.7740611554129,2.46859445879731,1.12374114165533,0.261122857414943,0.647357506378155
"g18279.t1",75.4640212751135,1.68485699992226,1.49946858545598,1.12363607765074,0.261167444325633,0.647357506378155
"g3577.t1",1302.45999804385,0.574134347496653,0.510833891249002,1.12391592909562,0.261048693035908,0.647357506378155
"g5137.t1",7003.74705220524,-0.356558774046972,0.317092321029093,-1.12446360381669,0.260816402506263,0.647357506378155
"g9368.t1",559.51536032119,0.340959253399912,0.3031834115948,1.12459732412933,0.260759708150231,0.647357506378155
"g939.t1",82.7731032153942,-2.21903075365527,1.97368635637214,-1.12430769280591,0.260882515976067,0.647357506378155
"g15737.t1",248.630933384042,0.710988627482653,0.632946085272749,1.12330045801022,0.261309909370533,0.64740771155791
"g16576.t1",1929.93844238187,1.01448665934198,0.903099826205381,1.12333833968789,0.261293826528878,0.64740771155791
"g1820.t1",481.607180294568,0.754928996693723,0.672321987720261,1.12286822457431,0.261493464532731,0.647722641696012
"g14227.t1",17.6617852336268,1.99177704591006,1.77493551583795,1.12216868057302,0.261790726415524,0.64803933915974
"g5709.t1",2473.56049988836,0.363121067431309,0.323532327531097,1.12236409326486,0.261707664905597,0.64803933915974
"g6611.t1",123.043307872504,-1.29492410126677,1.15384282227933,-1.12227079482866,0.261747319775847,0.64803933915974
"g18198.t1",20744.6951891324,-1.17811082743756,1.05008776220916,-1.12191653863203,0.261897927999668,0.648164895778347
